Source,AName,AType,ASource,Target,BName,BType,BSource
FD03376,colorectal cancer,disease,faers,FG2177,MIR93,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1933,MIR106B,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1936,MIR10B,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1932,MIR106A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1935,MIR10A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2217,MMP2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1668,KRT20,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2186,MIRLET7B,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1977,MIR15B,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1988,MIR183,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2068,MIR339,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0396,CASP3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0524,CDKN1A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3429,TYMS,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2221,MMP7,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1950,MIR130B,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2007,MIR19A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2190,MIRLET7F1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1951,MIR132,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1956,MIR137,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2179,MIR96,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2043,MIR296,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2192,MIRLET7G,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1996,MIR191,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2080,MIR372,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1934,MIR107,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1919,MGMT,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0481,CD44,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2114,MIR497,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2063,MIR328,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0894,EGF,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2058,MIR320A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2178,MIR95,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0301,BIRC5,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2223,MMP9,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0535,CDX2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2635,PMS1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0286,BCL2L1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3067,SMAD3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0540,CEACAM7,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2094,MIR422A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2071,MIR345,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1698,LEF1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3358,TOP1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3066,SMAD2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0534,CDX1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2103,MIR454,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2244,MSH3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1620,KDR,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1595,JUN,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0849,DNMT1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3070,SMAD7,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0284,BCL2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3428,TYMP,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1316,GUCY2C,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0401,CASP9,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0858,DPYD,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0008,ABCB1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0197,AREG,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2290,MUC5AC,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1399,HNF4A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1862,MAPK1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1948,MIR129-2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0527,CDKN2A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0733,CYCS,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1369,HIF1A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2046,MIR29B2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0425,CCKBR,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0400,CASP8,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1492,IGF2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0537,CEACAM3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1183,GAST,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0969,ERBB2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2356,NF1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2380,NME1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0701,CTSB,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2741,PTEN,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3275,TGFA,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1914,MET,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0256,AXIN1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2613,PLAUR,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1491,IGF1R,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3183,STAT3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3189,STK11,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2212,MMP11,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1982,MIR181A2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2036,MIR24-2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2503,PARP1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1867,MAPK8,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2748,PTGS1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2612,PLAU,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1865,MAPK3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3333,TNFRSF10B,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2793,RAF1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2661,PPARD,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2753,PTK2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3311,TLR9,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0324,BRCA1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1497,IGFBP3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0525,CDKN1B,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3315,TMEFF2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2837,RHOA,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1707,LGALS3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3245,TCF4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1856,MAP2K1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1946,MIR128-2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2168,MIR7-3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0539,CEACAM6,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1201,GDF15,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1093,FLT1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0695,CTNNA1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2287,MUC2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3347,TNFSF10,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3263,TERT,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0518,CDK2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1311,GSTP1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3181,STAT1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1036,FAS,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2745,PTGER4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1350,HDAC1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2292,MUC6,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3475,VDR,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1037,FASLG,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3280,TGFBR1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2885,RUNX3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1107,FOS,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1103,FN1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3296,TIAM1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0271,BAK1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2210,MMP1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2423,NQO1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2215,MMP14,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3511,WRN,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1482,IFNG,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0444,CCNB1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0311,BMP6,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3114,SOCS1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3211,SYNE1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1902,MDM2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1304,GSK3B,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2807,RB1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1273,GPX2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3278,TGFB2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1171,GADD45A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3504,WNT1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2672,PPP2R1B,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0458,CCR6,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1709,LGALS4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0961,EPHA3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3525,XRCC1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3478,VEGFC,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0970,ERBB3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1637,KLF4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0168,ANXA5,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3276,TGFB1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2892,S100A4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2961,SFRP2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3479,VEGFD,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2450,NTN1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0361,CACNA1G,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1154,FZD4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2587,PIK3R1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3505,WNT2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0517,CDK1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0981,ESR2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0703,CTSD,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0406,CAV1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3246,TCF7,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2929,SELE,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0536,CEACAM1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2535,PDCD4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1082,FHIT,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0443,CCNA2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0786,DDIT3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3444,UGT1A1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0024,ABCG2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3131,SP1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0851,DNMT3B,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0013,ABCC1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2277,MTHFR,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0519,CDK4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0879,E2F1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0446,CCND2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3508,WNT5A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0992,EXO1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2289,MUC4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0287,BCL2L11,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0557,CFLAR,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1590,JAK1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1440,HSPA5,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3300,TIMP3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0975,EREG,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3288,THBS1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0567,CHEK1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2395,NOS2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3309,TLR5,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1096,FLT4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2288,MUC3A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1580,ITGB1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0972,ERCC1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2588,PIK3R2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1393,HMGB1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2806,RASSF1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1417,HPGD,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2272,MTA1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1819,LRP6,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3298,TIMP1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1365,HGF,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1666,KRT19,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1893,MCL1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0234,ATM,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0275,BBC3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2464,OGG1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1152,FZD10,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1436,HSP90AA1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1389,HLTF,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3272,TFF3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1638,KLF5,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1543,IL6R,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2733,PSG2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0927,ENPP7,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1309,GSTM1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1490,IGF1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1818,LRP5,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2786,RAC1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3255,TDGF1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1665,KRT18,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1104,FOLH1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1354,HDAC9,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2362,NFKB1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3452,UMPS,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0909,ELAVL1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2585,PIK3CB,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2195,MKI67,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0960,EPHA2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0675,CSE1L,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3279,TGFB3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0266,BAD,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0399,CASP7,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0728,CXCR4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0646,COX5A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3332,TNFRSF10A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0402,CASR,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3502,WIF1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1478,IFNA2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0740,CYP1A1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2285,MUC16,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2327,NAT2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2326,NAT1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2213,MMP12,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0716,CXCL12,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1568,IRS1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2397,NOTCH1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2601,PKM,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1496,IGFBP2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1674,KRT8,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0850,DNMT3A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3299,TIMP2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1708,LGALS3BP,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1467,ICAM1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0921,ENG,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3517,XIAP,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1870,MAPRE1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1179,GAPDH,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2364,NFKBIA,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0042,ACSL5,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1494,IGF2R,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1878,MBD4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1857,MAP2K2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0084,ADORA3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0140,ALOX12,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0767,DAPK1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2547,PDGFRB,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0175,APEX1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1672,KRT7,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0744,CYP24A1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2746,PTGES2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2803,RARB,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3026,SLC2A1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2957,SETD2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1816,LRP1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0296,BECN1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0358,CA9,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0741,CYP1A2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3366,TP73,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0681,CSK,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1315,GUCA2B,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1301,GRPR,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0495,CD80,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1145,FUT3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3024,SLC29A1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1549,ILK,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1500,IGFBP7,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2359,NFATC1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2527,PCNA,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1314,GUCA2A,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2744,PTGER2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1803,LOX,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0528,CDKN2B,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1146,FUT4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0310,BMP4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1351,HDAC2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1583,ITGB4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2981,SI,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1069,FGF2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0899,EGR1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1864,MAPK14,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2693,PRKCA,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0962,EPHB2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0397,CASP5,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2761,PTPN13,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2771,PTTG1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1682,LAMC2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1474,IFI27,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1228,GLI1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2623,PLK1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2779,PXN,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2220,MMP3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0964,EPHX1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2821,RECK,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2280,MTR,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0985,ETS1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0512,CDH2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0147,AMACR,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0753,CYP3A4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1300,GRP,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1038,FASN,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0689,CTBP1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1639,KLF6,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0300,BIRC3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3445,UGT1A6,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2557,PDPN,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2454,NTS,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1017,FADD,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1077,FGFR2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3425,TXN,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0478,CD4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0014,ABCC2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0747,CYP27B1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0503,CDC25C,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0497,CD82,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0803,DHFR,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0697,CTNND1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2769,PTPRT,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2286,MUC17,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1705,LGALS1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2390,NOD2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3527,XRCC5,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0166,ANXA2,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0971,ERBB4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0375,CALR,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3302,TJP1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3532,YES1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0442,CCN4,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1355,HDC,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1318,GUSB,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG1322,GZMB,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2947,SERPINB5,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0814,DKK1,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG3368,TPBG,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG0447,CCND3,gene,MalaCards
FD03376,colorectal cancer,disease,faers,FG2757,PTPA,gene,MalaCards
